latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.7838316,-5.303009,212.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),wind_speed_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_7_to_28cm (m³/m³),relative_humidity_2m (%),soil_moisture_0_to_7cm (m³/m³)
2023-11-28T20:00,24.8,1.50,5.8,26.6,0.459,90,0.465
2023-11-28T21:00,24.1,0.00,4.1,26.0,0.459,95,0.465
2023-11-28T22:00,24.0,0.00,5.5,25.5,0.459,94,0.465
2023-11-28T23:00,24.1,0.00,1.6,25.1,0.459,93,0.465
2023-11-29T00:00,23.6,0.00,3.1,24.9,0.459,97,0.465
2023-11-29T01:00,24.2,0.00,6.4,26.3,0.456,88,0.462
2023-11-29T02:00,23.5,0.00,4.4,25.8,0.456,92,0.462
2023-11-29T03:00,23.1,0.00,5.8,25.2,0.456,94,0.462
2023-11-29T04:00,22.6,0.20,5.6,24.9,0.456,95,0.463
2023-11-29T05:00,22.5,0.00,6.6,24.5,0.456,96,0.463
2023-11-29T06:00,22.3,0.00,6.3,24.3,0.456,97,0.462
2023-11-29T07:00,22.6,0.00,6.8,24.1,0.456,94,0.462
2023-11-29T08:00,24.0,0.00,4.9,24.4,0.456,87,0.461
2023-11-29T09:00,25.6,0.00,5.2,25.0,0.456,82,0.461
2023-11-29T10:00,27.4,0.00,6.0,25.8,0.455,73,0.459
2023-11-29T11:00,28.7,0.00,3.6,26.6,0.455,67,0.458
2023-11-29T12:00,29.6,0.00,2.5,27.4,0.454,64,0.456
2023-11-29T13:00,30.5,0.10,1.9,28.3,0.469,61,0.476
2023-11-29T14:00,30.4,0.00,2.2,28.6,0.469,62,0.475
2023-11-29T15:00,30.5,0.00,1.5,28.8,0.468,61,0.473
2023-11-29T16:00,30.5,0.00,2.3,28.9,0.467,60,0.471
2023-11-29T17:00,29.5,0.00,2.8,28.7,0.467,69,0.470
2023-11-29T18:00,27.6,0.00,4.3,28.1,0.467,82,0.470
2023-11-29T19:00,27.1,0.00,4.9,27.3,0.467,76,0.469
2023-11-29T20:00,26.1,0.00,10.9,26.9,0.466,78,0.469
2023-11-29T21:00,25.0,0.00,8.4,26.5,0.466,84,0.469
2023-11-29T22:00,24.1,0.10,7.9,26.1,0.466,86,0.469
2023-11-29T23:00,23.8,0.20,6.0,25.6,0.466,90,0.470
2023-11-30T00:00,23.1,0.00,4.3,25.2,0.466,94,0.470
2023-11-30T01:00,23.2,0.00,4.2,26.0,0.463,92,0.461
2023-11-30T02:00,22.8,0.00,5.1,25.5,0.462,96,0.461
2023-11-30T03:00,22.5,0.00,5.0,25.0,0.462,98,0.461
2023-11-30T04:00,22.3,0.00,6.2,24.7,0.462,98,0.461
2023-11-30T05:00,22.0,0.00,6.2,24.5,0.462,99,0.461
2023-11-30T06:00,22.0,0.00,6.2,24.2,0.462,98,0.461
2023-11-30T07:00,22.9,0.00,6.6,24.2,0.462,95,0.460
2023-11-30T08:00,23.9,0.00,6.3,24.5,0.462,91,0.460
2023-11-30T09:00,25.7,0.00,4.4,25.0,0.461,83,0.459
2023-11-30T10:00,27.4,0.00,3.3,25.9,0.461,75,0.458
2023-11-30T11:00,29.0,0.00,2.0,26.8,0.460,69,0.457
2023-11-30T12:00,30.1,0.00,1.9,27.6,0.459,66,0.456
2023-11-30T13:00,31.3,0.00,2.3,28.9,0.457,60,0.451
2023-11-30T14:00,31.3,0.00,2.3,29.1,0.456,58,0.450
2023-11-30T15:00,30.1,0.00,6.1,29.1,0.455,64,0.449
2023-11-30T16:00,27.7,0.50,10.2,28.8,0.455,80,0.452
2023-11-30T17:00,27.1,0.00,6.8,28.2,0.455,80,0.451
2023-11-30T18:00,25.5,0.40,4.0,27.5,0.454,89,0.454
2023-11-30T19:00,24.9,0.10,5.9,26.7,0.454,92,0.455
2023-11-30T20:00,24.1,0.00,4.5,26.0,0.454,93,0.455
2023-11-30T21:00,23.6,0.00,4.9,25.5,0.454,93,0.454
2023-11-30T22:00,23.5,0.00,4.9,25.0,0.454,93,0.454
2023-11-30T23:00,23.4,0.00,6.3,24.8,0.454,94,0.454
2023-12-01T00:00,23.2,0.00,6.5,24.5,0.454,96,0.454
2023-12-01T01:00,24.2,0.00,3.1,25.3,0.458,91,0.475
2023-12-01T02:00,23.0,0.00,5.2,25.0,0.458,97,0.475
2023-12-01T03:00,22.8,0.00,4.6,24.6,0.458,98,0.474
2023-12-01T04:00,23.0,0.00,4.7,24.5,0.458,98,0.473
2023-12-01T05:00,23.0,0.00,5.9,24.4,0.458,99,0.472
2023-12-01T06:00,22.9,0.00,4.3,24.3,0.458,99,0.472
2023-12-01T07:00,23.4,0.00,5.7,24.3,0.458,98,0.471
2023-12-01T08:00,24.2,0.00,6.1,24.5,0.458,94,0.470
2023-12-01T09:00,25.7,0.00,5.3,25.0,0.458,87,0.470
2023-12-01T10:00,27.8,0.00,4.4,25.8,0.458,77,0.468
2023-12-01T11:00,29.2,0.00,2.5,26.7,0.457,71,0.467
2023-12-01T12:00,30.1,0.00,2.9,27.5,0.457,68,0.465
2023-12-01T13:00,30.5,0.00,2.9,28.4,0.455,65,0.461
2023-12-01T14:00,31.0,0.00,2.2,28.9,0.454,63,0.459
2023-12-01T15:00,31.2,0.00,1.3,29.1,0.454,62,0.458
2023-12-01T16:00,30.8,0.00,1.4,29.2,0.453,62,0.457
2023-12-01T17:00,29.6,0.00,2.4,29.0,0.453,75,0.456
2023-12-01T18:00,28.1,0.00,4.1,28.4,0.453,81,0.455
2023-12-01T19:00,26.9,0.00,12.7,27.6,0.453,81,0.455
2023-12-01T20:00,25.6,0.00,8.1,27.1,0.453,82,0.455
2023-12-01T21:00,24.5,0.00,10.9,26.6,0.452,86,0.455
2023-12-01T22:00,24.2,0.10,11.8,26.2,0.452,89,0.455
2023-12-01T23:00,24.0,0.00,9.8,25.9,0.452,92,0.455
2023-12-02T00:00,23.5,0.00,7.6,25.5,0.452,95,0.455
2023-12-02T01:00,22.9,0.00,3.8,24.8,0.463,95,0.486
2023-12-02T02:00,23.0,0.00,3.6,24.3,0.464,93,0.484
2023-12-02T03:00,21.9,0.00,4.8,23.9,0.464,97,0.483
2023-12-02T04:00,21.4,0.00,5.6,23.5,0.464,98,0.482
2023-12-02T05:00,21.2,0.00,5.4,23.2,0.464,99,0.481
2023-12-02T06:00,21.1,0.00,5.0,23.0,0.464,100,0.480
2023-12-02T07:00,22.1,0.00,3.6,23.0,0.464,99,0.479
2023-12-02T08:00,23.9,0.00,5.2,23.5,0.464,93,0.478
2023-12-02T09:00,25.8,0.00,3.9,24.2,0.464,86,0.477
2023-12-02T10:00,27.5,0.00,4.5,25.3,0.464,77,0.476
2023-12-02T11:00,29.0,0.00,4.9,26.2,0.464,69,0.474
2023-12-02T12:00,30.5,0.00,5.9,27.2,0.463,63,0.472
2023-12-02T13:00,30.6,0.00,3.3,28.3,0.462,63,0.470
2023-12-02T14:00,31.4,0.00,2.6,28.9,0.461,59,0.468
2023-12-02T15:00,32.3,0.00,2.3,29.3,0.461,48,0.466
2023-12-02T16:00,32.5,0.00,4.3,29.5,0.460,47,0.464
2023-12-02T17:00,30.5,0.00,3.9,29.4,0.460,66,0.463
2023-12-02T18:00,29.4,0.00,2.3,28.5,0.460,66,0.463
2023-12-02T19:00,26.6,0.00,4.1,27.4,0.459,76,0.463
2023-12-02T20:00,26.5,0.00,6.8,26.6,0.459,69,0.462
2023-12-02T21:00,25.4,0.00,6.8,26.0,0.459,75,0.462
2023-12-02T22:00,24.9,0.00,9.2,25.7,0.459,77,0.462
2023-12-02T23:00,24.5,0.00,9.5,25.5,0.459,82,0.462
2023-12-03T00:00,23.6,0.00,8.3,25.3,0.459,89,0.461
2023-12-03T01:00,23.5,0.00,6.0,25.8,0.458,91,0.459
2023-12-03T02:00,23.0,0.00,5.2,25.2,0.458,96,0.459
2023-12-03T03:00,22.6,0.00,6.3,24.8,0.457,99,0.459
2023-12-03T04:00,22.5,0.00,5.5,24.5,0.457,100,0.459
2023-12-03T05:00,22.4,0.00,4.3,24.2,0.457,100,0.459
2023-12-03T06:00,22.6,0.00,3.9,24.2,0.457,100,0.459
2023-12-03T07:00,22.7,0.00,4.3,24.2,0.457,99,0.458
2023-12-03T08:00,23.0,0.00,6.3,24.4,0.457,98,0.458
2023-12-03T09:00,25.7,0.00,6.3,24.9,0.457,85,0.458
2023-12-03T10:00,27.9,0.00,3.8,25.8,0.456,77,0.457
2023-12-03T11:00,29.6,0.00,5.1,26.9,0.455,67,0.455
2023-12-03T12:00,30.8,0.00,5.0,27.8,0.455,62,0.453
2023-12-03T13:00,31.2,0.00,5.3,28.6,0.454,53,0.453
2023-12-03T14:00,32.5,0.00,6.6,29.2,0.453,44,0.451
2023-12-03T15:00,33.3,0.00,6.4,29.8,0.453,39,0.449
2023-12-03T16:00,32.5,0.00,10.6,30.1,0.452,39,0.448
2023-12-03T17:00,30.6,0.00,8.7,29.8,0.451,49,0.447
2023-12-03T18:00,28.0,0.00,11.3,29.0,0.451,58,0.446
2023-12-03T19:00,27.4,0.00,9.8,28.4,0.451,60,0.446
2023-12-03T20:00,26.4,0.00,8.5,27.6,0.451,65,0.446
2023-12-03T21:00,25.5,0.00,12.3,27.1,0.451,74,0.446
2023-12-03T22:00,24.8,0.00,11.6,26.8,0.451,83,0.446
2023-12-03T23:00,24.0,0.00,9.4,26.3,0.450,89,0.446
2023-12-04T00:00,23.3,0.00,7.4,25.9,0.450,93,0.446
2023-12-04T01:00,23.1,0.00,5.2,25.9,0.450,95,0.446
2023-12-04T02:00,22.7,0.00,5.7,25.4,0.450,97,0.446
2023-12-04T03:00,22.4,0.00,3.8,24.9,0.450,99,0.446
2023-12-04T04:00,22.1,0.00,6.2,24.5,0.450,100,0.446
2023-12-04T05:00,22.0,0.00,6.6,24.3,0.450,100,0.446
2023-12-04T06:00,21.8,0.00,4.9,24.1,0.450,100,0.446
2023-12-04T07:00,22.1,0.00,5.8,24.0,0.450,99,0.446
2023-12-04T08:00,23.0,0.00,5.8,24.2,0.449,96,0.446
2023-12-04T09:00,25.0,0.00,4.2,24.8,0.449,86,0.446
2023-12-04T10:00,27.3,0.00,3.4,25.6,0.449,77,0.445
2023-12-04T11:00,29.3,0.00,3.3,26.7,0.448,68,0.443
2023-12-04T12:00,30.9,0.00,1.9,27.8,0.447,60,0.442
2023-12-04T13:00,31.6,0.00,1.8,28.8,0.449,54,0.444
2023-12-04T14:00,32.8,0.00,1.8,29.5,0.448,46,0.442
2023-12-04T15:00,33.7,0.00,2.3,30.0,0.447,40,0.440
2023-12-04T16:00,33.5,0.00,3.0,30.4,0.447,40,0.439
2023-12-04T17:00,30.6,0.00,7.8,30.0,0.446,60,0.438
2023-12-04T18:00,28.3,0.00,9.7,29.2,0.446,66,0.438
2023-12-04T19:00,26.8,0.00,4.7,28.1,0.446,73,0.438
2023-12-04T20:00,26.7,0.00,6.4,27.2,0.446,70,0.438
2023-12-04T21:00,25.8,0.00,7.4,26.6,0.446,72,0.438
2023-12-04T22:00,24.6,0.00,6.5,26.0,0.445,74,0.438
2023-12-04T23:00,24.2,0.00,9.4,25.6,0.445,74,0.438
2023-12-05T00:00,23.5,0.00,7.9,25.3,0.445,82,0.438
2023-12-05T01:00,23.2,0.00,6.1,25.7,0.445,82,0.438
2023-12-05T02:00,22.6,0.00,7.0,25.2,0.445,88,0.438
2023-12-05T03:00,22.4,0.00,6.4,24.8,0.445,92,0.438
2023-12-05T04:00,22.0,0.00,6.1,24.5,0.445,96,0.438
2023-12-05T05:00,21.8,0.00,6.3,24.1,0.445,97,0.438
2023-12-05T06:00,21.6,0.00,6.5,24.0,0.444,99,0.438
2023-12-05T07:00,22.3,0.00,7.0,24.0,0.444,98,0.438
2023-12-05T08:00,23.3,0.00,8.2,24.2,0.444,94,0.438
2023-12-05T09:00,25.4,0.00,7.5,24.8,0.444,83,0.437
2023-12-05T10:00,27.6,0.00,5.2,25.7,0.443,75,0.436
2023-12-05T11:00,29.5,0.00,3.9,26.8,0.443,66,0.435
2023-12-05T12:00,31.1,0.00,2.0,27.9,0.442,56,0.434
2023-12-05T13:00,31.2,0.00,1.3,28.6,0.444,51,0.436
2023-12-05T14:00,31.8,0.10,1.1,29.2,0.443,48,0.435
2023-12-05T15:00,32.0,0.00,2.2,29.6,0.442,45,0.434
2023-12-05T16:00,32.0,0.00,4.2,29.9,0.442,46,0.433
2023-12-05T17:00,30.1,0.00,8.8,29.5,0.441,58,0.432
2023-12-05T18:00,27.8,0.00,8.1,28.9,0.441,64,0.432
2023-12-05T19:00,26.7,0.00,5.5,27.9,0.441,72,0.432
2023-12-05T20:00,26.5,0.00,6.1,27.0,0.441,70,0.432
2023-12-05T21:00,25.6,0.00,10.2,26.5,0.441,71,0.432
2023-12-05T22:00,25.0,0.00,10.5,26.3,0.441,78,0.432
2023-12-05T23:00,23.9,0.00,10.1,26.0,0.441,90,0.432
2023-12-06T00:00,23.2,0.00,8.7,25.6,0.441,96,0.432
2023-12-06T01:00,22.7,0.00,7.6,25.9,0.440,95,0.431
2023-12-06T02:00,22.5,0.00,7.2,25.3,0.440,97,0.431
2023-12-06T03:00,22.3,0.00,7.0,24.9,0.439,98,0.431
2023-12-06T04:00,21.9,0.00,5.0,24.5,0.439,99,0.431
2023-12-06T05:00,21.8,0.00,6.2,24.2,0.439,100,0.431
2023-12-06T06:00,21.7,0.00,4.7,24.0,0.439,100,0.431
2023-12-06T07:00,22.2,0.00,5.9,24.0,0.439,99,0.431
2023-12-06T08:00,23.4,0.00,6.9,24.2,0.439,94,0.431
2023-12-06T09:00,25.2,0.00,7.1,24.8,0.439,84,0.431
2023-12-06T10:00,27.4,0.00,5.2,25.7,0.438,75,0.430
2023-12-06T11:00,29.1,0.00,4.6,26.7,0.438,67,0.428
2023-12-06T12:00,30.6,0.00,3.1,27.7,0.437,57,0.427
2023-12-06T13:00,31.1,0.00,1.0,28.5,0.438,52,0.428
2023-12-06T14:00,32.5,0.00,1.9,29.1,0.437,44,0.427
2023-12-06T15:00,33.2,0.00,3.4,29.8,0.437,38,0.426
2023-12-06T16:00,33.0,0.00,3.1,30.0,0.436,40,0.424
2023-12-06T17:00,30.5,0.00,3.7,29.9,0.436,68,0.424
2023-12-06T18:00,29.5,0.00,3.1,28.9,0.436,54,0.424
2023-12-06T19:00,27.4,0.00,3.4,27.6,0.435,61,0.424
2023-12-06T20:00,27.0,0.00,2.2,26.5,0.435,57,0.424
2023-12-06T21:00,25.3,0.00,6.1,25.7,0.435,63,0.424
2023-12-06T22:00,24.0,0.00,12.7,25.4,0.435,72,0.424
2023-12-06T23:00,23.5,0.00,11.9,25.2,0.435,84,0.424
2023-12-07T00:00,22.7,0.00,9.4,25.0,0.435,93,0.424
2023-12-07T01:00,22.2,0.00,8.8,24.9,0.436,89,0.426
2023-12-07T02:00,21.8,0.00,8.0,24.5,0.436,96,0.426
2023-12-07T03:00,21.5,0.00,6.0,24.1,0.436,98,0.426
2023-12-07T04:00,21.0,0.00,7.5,23.9,0.436,99,0.426
2023-12-07T05:00,20.7,0.00,6.5,23.6,0.436,98,0.426
2023-12-07T06:00,20.6,0.00,5.4,23.4,0.436,99,0.427
2023-12-07T07:00,21.2,0.00,6.4,23.3,0.436,99,0.427
2023-12-07T08:00,22.5,0.00,7.3,23.5,0.436,93,0.427
2023-12-07T09:00,24.5,0.00,5.6,24.1,0.436,85,0.426
2023-12-07T10:00,26.8,0.00,5.4,25.0,0.435,78,0.425
2023-12-07T11:00,28.8,0.00,6.5,26.1,0.435,67,0.424
2023-12-07T12:00,30.1,0.10,6.1,27.2,0.434,58,0.423
2023-12-07T13:00,30.6,0.10,3.3,28.0,0.437,55,0.428
2023-12-07T14:00,31.4,0.00,3.4,28.7,0.437,51,0.426
2023-12-07T15:00,31.5,0.00,5.0,29.1,0.436,49,0.425
2023-12-07T16:00,31.3,0.00,4.3,29.2,0.435,50,0.424
2023-12-07T17:00,30.0,0.00,8.4,29.0,0.435,59,0.424
2023-12-07T18:00,28.4,0.00,7.7,28.5,0.435,62,0.423
2023-12-07T19:00,27.1,0.00,7.4,27.5,0.435,68,0.423
2023-12-07T20:00,26.5,0.00,10.2,27.2,0.435,73,0.423
2023-12-07T21:00,25.7,0.00,9.7,26.9,0.434,81,0.423
2023-12-07T22:00,25.1,0.00,9.6,26.5,0.434,86,0.423
2023-12-07T23:00,24.6,0.00,10.6,26.2,0.434,90,0.423
2023-12-08T00:00,24.1,0.00,8.5,25.9,0.434,93,0.424
2023-12-08T01:00,23.9,0.00,6.6,26.0,0.433,94,0.423
2023-12-08T02:00,23.7,0.00,6.2,25.7,0.433,95,0.423
2023-12-08T03:00,23.5,0.00,5.2,25.5,0.433,96,0.423
2023-12-08T04:00,23.1,0.20,3.4,25.1,0.433,98,0.424
2023-12-08T05:00,22.8,0.30,5.1,24.8,0.433,98,0.427
2023-12-08T06:00,22.6,0.10,2.9,24.5,0.433,98,0.427
2023-12-08T07:00,22.9,0.00,5.4,24.3,0.433,97,0.427
2023-12-08T08:00,24.1,0.00,5.4,24.5,0.433,91,0.427
2023-12-08T09:00,26.1,0.00,6.1,25.1,0.433,83,0.427
2023-12-08T10:00,27.8,0.00,3.6,26.0,0.432,76,0.426
2023-12-08T11:00,29.5,0.00,2.3,27.0,0.432,68,0.425
2023-12-08T12:00,30.7,0.00,4.1,28.0,0.431,63,0.424
2023-12-08T13:00,31.6,0.00,2.0,29.0,0.435,57,0.461
2023-12-08T14:00,32.5,0.00,4.3,29.6,0.434,50,0.459
2023-12-08T15:00,31.1,0.10,7.4,29.7,0.434,51,0.457
2023-12-08T16:00,30.2,0.20,6.9,29.6,0.434,59,0.457
2023-12-08T17:00,28.1,0.10,8.1,29.1,0.433,76,0.456
2023-12-08T18:00,26.5,0.00,4.6,28.4,0.433,84,0.456
2023-12-08T19:00,25.1,0.00,3.0,27.5,0.434,88,0.455
2023-12-08T20:00,26.1,0.00,2.9,26.8,0.434,80,0.455
2023-12-08T21:00,25.2,0.00,7.4,26.1,0.434,82,0.454
2023-12-08T22:00,25.0,0.00,9.2,25.9,0.434,77,0.454
2023-12-08T23:00,24.5,0.00,9.7,25.6,0.434,78,0.453
2023-12-09T00:00,24.2,0.00,7.4,25.4,0.434,81,0.453
2023-12-09T01:00,23.6,0.00,5.1,25.6,0.431,80,0.449
2023-12-09T02:00,23.2,0.00,4.2,25.1,0.431,85,0.449
2023-12-09T03:00,22.9,0.00,3.8,24.8,0.431,89,0.449
2023-12-09T04:00,22.5,0.00,4.7,24.4,0.431,90,0.448
2023-12-09T05:00,22.0,0.00,6.5,24.1,0.432,93,0.448
2023-12-09T06:00,21.7,0.00,6.5,23.9,0.432,95,0.448
2023-12-09T07:00,22.0,0.00,6.1,23.8,0.432,94,0.447
2023-12-09T08:00,24.0,0.00,3.3,24.1,0.432,87,0.447
2023-12-09T09:00,26.5,0.00,3.2,25.0,0.431,78,0.446
2023-12-09T10:00,28.5,0.00,4.0,26.0,0.431,69,0.444
2023-12-09T11:00,30.0,0.00,3.6,27.0,0.431,62,0.443
2023-12-09T12:00,31.6,0.00,0.8,28.0,0.430,52,0.441
2023-12-09T13:00,33.0,0.00,1.5,29.2,0.432,44,0.443
2023-12-09T14:00,34.4,0.00,4.8,30.1,0.431,36,0.441
2023-12-09T15:00,34.7,0.00,7.0,30.7,0.430,33,0.439
2023-12-09T16:00,34.1,0.00,5.7,31.0,0.430,35,0.437
2023-12-09T17:00,32.8,0.00,6.7,30.7,0.430,40,0.436
2023-12-09T18:00,29.3,0.00,5.6,29.6,0.430,52,0.436
2023-12-09T19:00,27.5,0.00,5.4,28.4,0.430,61,0.436
2023-12-09T20:00,26.5,0.00,4.6,27.5,0.430,61,0.436
2023-12-09T21:00,25.3,0.00,5.8,26.6,0.430,71,0.436
2023-12-09T22:00,25.7,0.00,5.2,25.9,0.430,63,0.435
2023-12-09T23:00,24.6,0.00,7.6,25.3,0.430,65,0.435
2023-12-10T00:00,23.8,0.00,5.7,25.1,0.430,74,0.435
2023-12-10T01:00,23.6,0.00,3.5,24.9,0.427,62,0.431
2023-12-10T02:00,23.0,0.00,3.3,24.4,0.427,67,0.431
2023-12-10T03:00,22.1,0.00,7.0,24.0,0.427,73,0.431
2023-12-10T04:00,21.5,0.00,5.4,23.7,0.427,85,0.430
2023-12-10T05:00,21.1,0.00,5.0,23.3,0.427,90,0.430
2023-12-10T06:00,20.7,0.00,4.1,23.0,0.427,94,0.430
2023-12-10T07:00,21.1,0.00,5.9,22.9,0.427,95,0.430
2023-12-10T08:00,23.1,0.00,5.1,23.5,0.427,93,0.430
2023-12-10T09:00,25.1,0.00,5.2,24.2,0.427,86,0.430
2023-12-10T10:00,27.2,0.00,3.8,25.2,0.426,78,0.429
2023-12-10T11:00,29.0,0.00,4.2,26.3,0.426,68,0.427
2023-12-10T12:00,30.6,0.00,3.2,27.4,0.425,57,0.426
2023-12-10T13:00,31.5,0.00,2.0,28.1,0.427,51,0.428
2023-12-10T14:00,32.0,0.00,3.7,28.9,0.426,48,0.426
2023-12-10T15:00,32.5,0.00,5.2,29.5,0.426,46,0.425
2023-12-10T16:00,31.9,0.00,7.4,29.7,0.425,47,0.424
2023-12-10T17:00,30.5,0.00,8.7,29.5,0.425,53,0.423
2023-12-10T18:00,27.5,0.00,6.0,28.6,0.425,65,0.423
2023-12-10T19:00,27.8,0.00,5.8,27.6,0.425,63,0.422
2023-12-10T20:00,29.8,0.00,3.4,26.8,0.425,48,0.422
2023-12-10T21:00,29.2,0.00,2.8,26.1,0.425,49,0.422
2023-12-10T22:00,26.0,0.00,9.2,25.6,0.425,60,0.422
2023-12-10T23:00,24.5,0.00,8.8,25.5,0.424,80,0.422
2023-12-11T00:00,23.9,0.00,10.1,25.4,0.424,91,0.422
2023-12-11T01:00,22.9,0.00,9.2,24.5,0.427,94,0.427
2023-12-11T02:00,22.7,0.00,7.6,24.4,0.427,98,0.427
2023-12-11T03:00,22.4,0.00,4.3,24.2,0.427,99,0.427
2023-12-11T04:00,22.4,0.00,4.0,24.0,0.427,100,0.427
2023-12-11T05:00,22.9,0.00,6.9,24.1,0.427,99,0.427
2023-12-11T06:00,23.1,0.00,7.9,24.2,0.427,98,0.427
2023-12-11T07:00,23.2,0.00,8.2,24.2,0.427,97,0.427
2023-12-11T08:00,24.0,0.00,7.4,24.4,0.427,93,0.427
2023-12-11T09:00,25.5,0.10,7.3,24.8,0.427,84,0.427
2023-12-11T10:00,27.1,0.00,5.6,25.5,0.427,74,0.427
2023-12-11T11:00,29.2,0.00,3.6,26.5,0.426,63,0.426
2023-12-11T12:00,30.5,0.00,2.8,27.5,0.426,58,0.424
2023-12-11T13:00,31.0,0.00,4.3,28.5,0.427,53,0.426
2023-12-11T14:00,31.7,0.00,5.3,29.1,0.426,49,0.425
2023-12-11T15:00,31.8,0.00,6.0,29.5,0.426,48,0.423
2023-12-11T16:00,31.5,0.00,7.4,29.6,0.425,49,0.422
2023-12-11T17:00,30.2,0.00,7.8,29.5,0.425,54,0.421
2023-12-11T18:00,27.6,0.00,6.2,28.7,0.425,60,0.421
2023-12-11T19:00,26.3,0.00,6.7,27.6,0.425,69,0.421
2023-12-11T20:00,28.1,0.00,2.7,26.9,0.425,52,0.421
2023-12-11T21:00,26.1,0.00,8.4,26.3,0.425,61,0.421
2023-12-11T22:00,25.0,0.00,9.1,26.1,0.425,77,0.421
2023-12-11T23:00,24.2,0.00,8.2,25.8,0.425,85,0.421
2023-12-12T00:00,23.6,0.00,8.3,25.5,0.425,90,0.421
2023-12-12T01:00,23.9,0.00,7.2,25.9,0.424,97,0.419
2023-12-12T02:00,23.6,0.00,5.4,25.5,0.424,98,0.419
2023-12-12T03:00,23.3,0.00,4.4,25.0,0.424,99,0.419
2023-12-12T04:00,23.0,0.00,3.6,24.9,0.424,100,0.419
2023-12-12T05:00,23.6,0.00,3.8,24.9,0.424,99,0.419
2023-12-12T06:00,23.5,0.00,3.6,24.9,0.424,100,0.420
2023-12-12T07:00,23.8,0.00,3.2,24.9,0.424,99,0.420
2023-12-12T08:00,25.1,0.00,3.2,25.1,0.424,89,0.419
2023-12-12T09:00,26.8,0.00,2.3,25.7,0.423,79,0.419
2023-12-12T10:00,28.5,0.00,1.8,26.5,0.423,71,0.418
2023-12-12T11:00,29.9,0.10,2.3,27.5,0.422,61,0.418
2023-12-12T12:00,31.4,0.00,3.7,28.4,0.422,50,0.416
2023-12-12T13:00,30.6,0.10,4.1,28.8,0.423,61,0.420
2023-12-12T14:00,31.2,0.10,3.9,29.2,0.423,57,0.420
2023-12-12T15:00,31.9,0.00,2.5,29.6,0.422,52,0.419
2023-12-12T16:00,31.8,0.00,2.3,29.8,0.422,48,0.418
2023-12-12T17:00,30.5,0.00,1.3,29.6,0.421,63,0.417
2023-12-12T18:00,27.9,0.00,4.6,28.9,0.421,78,0.417
2023-12-12T19:00,28.1,0.00,0.0,27.9,0.421,68,0.417
2023-12-12T20:00,26.5,0.00,3.6,27.0,0.421,74,0.417
2023-12-12T21:00,25.5,0.00,6.5,26.4,0.421,65,0.417
2023-12-12T22:00,24.6,0.00,8.0,25.8,0.421,58,0.417
2023-12-12T23:00,23.6,0.00,7.7,25.3,0.421,61,0.417
2023-12-13T00:00,22.6,0.00,7.6,24.8,0.421,72,0.417
2023-12-13T01:00,23.2,0.00,9.0,25.5,0.420,59,0.412
2023-12-13T02:00,22.1,0.00,5.4,24.8,0.420,67,0.412
2023-12-13T03:00,21.4,0.00,2.2,24.0,0.420,74,0.412
2023-12-13T04:00,21.3,0.00,3.3,23.4,0.420,67,0.412
2023-12-13T05:00,19.9,0.00,3.7,22.9,0.419,78,0.412
2023-12-13T06:00,19.4,0.00,2.8,22.4,0.419,79,0.412
2023-12-13T07:00,19.4,0.00,1.8,22.0,0.419,78,0.412
2023-12-13T08:00,22.0,0.00,4.7,22.5,0.419,74,0.412
2023-12-13T09:00,25.4,0.00,4.2,23.5,0.419,58,0.411
2023-12-13T10:00,28.0,0.00,5.4,24.9,0.418,43,0.410
2023-12-13T11:00,30.1,0.00,7.1,26.2,0.418,34,0.409
2023-12-13T12:00,31.7,0.00,9.7,27.5,0.417,27,0.407
2023-12-13T13:00,31.6,0.00,10.1,28.4,0.421,28,0.412
2023-12-13T14:00,32.0,0.00,9.2,29.1,0.421,27,0.411
2023-12-13T15:00,32.3,0.00,7.1,29.6,0.420,27,0.409
2023-12-13T16:00,31.9,0.00,4.6,29.8,0.419,30,0.408
2023-12-13T17:00,30.0,0.00,3.4,29.5,0.419,47,0.408
2023-12-13T18:00,27.1,0.00,7.2,28.2,0.419,46,0.407
2023-12-13T19:00,24.8,0.00,9.8,27.1,0.419,45,0.407
2023-12-13T20:00,24.1,0.00,12.1,26.4,0.419,44,0.407
2023-12-13T21:00,23.3,0.00,8.6,25.6,0.419,48,0.407
2023-12-13T22:00,22.9,0.00,10.1,25.0,0.419,47,0.407
2023-12-13T23:00,23.0,0.00,10.9,24.8,0.419,46,0.407
2023-12-14T00:00,22.4,0.00,8.7,24.4,0.419,49,0.407
2023-12-14T01:00,20.2,0.00,12.2,23.2,0.422,51,0.410
2023-12-14T02:00,20.2,0.00,10.5,23.1,0.422,50,0.410
2023-12-14T03:00,19.8,0.00,9.8,22.9,0.422,51,0.410
2023-12-14T04:00,19.2,0.00,9.8,22.6,0.422,51,0.410
2023-12-14T05:00,18.9,0.00,7.9,22.2,0.422,53,0.410
2023-12-14T06:00,18.5,0.00,6.5,21.8,0.422,56,0.410
2023-12-14T07:00,18.6,0.00,6.0,21.4,0.422,56,0.410
2023-12-14T08:00,20.9,0.00,4.6,21.8,0.422,57,0.410
